,leaked_target_0,leaked_target_1,leaked_target_2,leaked_target_3,leaked_target_4,leaked_target_5,leaked_target_6,leaked_target_7,leaked_target_8,leaked_target_9,leaked_target_10,leaked_target_11,leaked_target_12,leaked_target_13,leaked_target_14,leaked_target_15,leaked_target_16,leaked_target_17,leaked_target_18,leaked_target_19,leaked_target_20,leaked_target_21,leaked_target_22,leaked_target_23,leaked_target_24,leaked_target_25,leaked_target_26,leaked_target_27,leaked_target_28,leaked_target_29,leaked_target_30,leaked_target_31,leaked_target_32,leaked_target_33,leaked_target_34,leaked_target_35,leaked_target_36,leaked_target_37,compiled_leak
804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,,180000.0,,,180000.0,,,,,,,,,,,,,,,,180000.0,,,,,,,,,,,,,,,,,,180000.0
806,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,,,18383714.28,18383714.28,18383714.28,,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28,18383714.28
807,2000000.0,2000000.0,,,,,,,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0
808,,,,,,2000000.0,,,,,2000000.0,,,,,,,,,,,,2000000.0,,,,,,,,2000000.0,2000000.0,2000000.0,,,,2000000.0,,2000000.0
809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,307000.0,307000.0,307000.0,,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,,307000.0,307000.0,307000.0,,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0,307000.0
811,,5866666.66,5866666.66,5866666.66,5866666.66,,5866666.66,,,5866666.66,,,5866666.66,,,5866666.66,5866666.66,5866666.66,5866666.66,5866666.66,,5866666.66,,,5866666.66,5866666.66,,5866666.66,,5866666.66,,,,,,,5866666.66,,5866666.66
812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,,2186000.0,2186000.0,2186000.0,,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,2186000.0,,2186000.0
814,2900000.0,2900000.0,,,,2900000.0,2900000.0,,,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,2900000.0,,,2900000.0,2900000.0,,2900000.0,,,,2900000.0,,,2900000.0,,2900000.0,2900000.0,2900000.0,,,,2900000.0
815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
816,,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88,1586888.88
817,,,8200000.0,,,,8200000.0,8200000.0,,,8200000.0,,8200000.0,8200000.0,,,8200000.0,,,,,,,,,8200000.0,,,,,,,8200000.0,,8200000.0,,,,8200000.0
818,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,20000000.0,,20000000.0,,20000000.0,,,,,,,,,,20000000.0
819,,,,,10000000.0,,,10000000.0,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
820,1300000.0,,,,,1300000.0,1300000.0,1300000.0,,,,,,,,1300000.0,1300000.0,,,1300000.0,,,,1300000.0,,1300000.0,1300000.0,1300000.0,,1300000.0,,,1300000.0,,,1300000.0,,1300000.0,1300000.0
821,,,,,5000000.0,,,,,,5000000.0,,,5000000.0,,5000000.0,5000000.0,,,,,,,,,5000000.0,,5000000.0,5000000.0,5000000.0,5000000.0,5000000.0,,5000000.0,5000000.0,,,,5000000.0
822,12000000.0,,12000000.0,12000000.0,,,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,,,12000000.0,,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,12000000.0,,12000000.0,,12000000.0,12000000.0,12000000.0
823,,600000.0,,600000.0,600000.0,600000.0,600000.0,,,,,,600000.0,600000.0,,600000.0,,,600000.0,,,,,,,,,,,,,,,,,,,,600000.0
824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,,,,,,,,,,,,,1800000.0,,,,,,1800000.0,1800000.0,1800000.0,,,1800000.0,1800000.0,1800000.0,,,,1800000.0,,,,,,,,,1800000.0
826,,,,,,,,180000.0,180000.0,,,,,,,,,180000.0,,,,,,,,,,,,,,,,,,,,,180000.0
827,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0,,,,2000000.0,2000000.0,,2000000.0,2000000.0,,2000000.0,,,2000000.0
828,,,,,,,,,,28300000.0,,,,,,,,,,,,28300000.0,,,28300000.0,28300000.0,,,,,,,,28300000.0,,,,,28300000.0
829,452000.0,,452000.0,,,,452000.0,,,,,,,,452000.0,452000.0,452000.0,,,452000.0,,452000.0,,452000.0,452000.0,,,,,,,452000.0,,,,,,,452000.0
830,2010000.0,2010000.0,2010000.0,2010000.0,2010000.0,2010000.0,2010000.0,2010000.0,,,2010000.0,2010000.0,2010000.0,2010000.0,,,2010000.0,2010000.0,2010000.0,2010000.0,2010000.0,,2010000.0,,,2010000.0,2010000.0,2010000.0,,2010000.0,2010000.0,2010000.0,2010000.0,,2010000.0,2010000.0,2010000.0,2010000.0,2010000.0
831,,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,6000000.0,,,6000000.0,,6000000.0,6000000.0,,,,6000000.0,,6000000.0,,6000000.0,,,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,6000000.0,,6000000.0,,6000000.0
832,,,,400000.0,400000.0,,,,,,400000.0,400000.0,,,,400000.0,400000.0,,,,,,,400000.0,400000.0,400000.0,,,,,,,,,,,,,400000.0
833,,,5000000.0,,,,,,,,5000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000000.0
834,,2597000.0,2597000.0,2597000.0,2597000.0,2597000.0,,2597000.0,2597000.0,2597000.0,2597000.0,2597000.0,2597000.0,2597000.0,2597000.0,,,2597000.0,2597000.0,2597000.0,2597000.0,,,2597000.0,2597000.0,2597000.0,2597000.0,2597000.0,,2597000.0,,,2597000.0,2597000.0,2597000.0,,2597000.0,2597000.0,2597000.0
835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,,,35325000.0,35325000.0,,,,,35325000.0,,,35325000.0,,,,,,,,,35325000.0,,35325000.0,,,,35325000.0,35325000.0,,,35325000.0,,,35325000.0,,35325000.0,35325000.0,,35325000.0
837,,,1035000.0,1035000.0,,,,1035000.0,1035000.0,,1035000.0,,1035000.0,,1035000.0,1035000.0,1035000.0,1035000.0,,,,1035000.0,,,,,,,,,,1035000.0,,1035000.0,,,,,1035000.0
838,,15000000.0,,,15000000.0,15000000.0,15000000.0,,,,,,,,,15000000.0,,,,,,,15000000.0,,,,,,,,,,,,,,,,15000000.0
839,15000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15000000.0
840,,,,,,,,,,8000000.0,,8000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,8000000.0
841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,200000.0,,200000.0,200000.0,,,,200000.0,,200000.0,200000.0,,,200000.0,200000.0,200000.0,200000.0,,200000.0,,,200000.0,,,200000.0,,,200000.0,200000.0,200000.0,200000.0,200000.0,,200000.0,,,200000.0,200000.0,200000.0
843,4702666.66,4702666.66,4702666.66,,4702666.66,,4702666.66,4702666.66,4702666.66,4702666.66,,,4702666.66,,,4702666.66,,4702666.66,,4702666.66,,4702666.66,,4702666.66,4702666.66,,4702666.66,4702666.66,,4702666.66,4702666.66,4702666.66,,4702666.66,,,4702666.66,4702666.66,4702666.66
844,,,,1200000.0,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200000.0
845,,,,,,,,,1500000.0,1500000.0,1500000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0
846,,,,,,,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,20000000.0
847,,400000.0,,400000.0,400000.0,,400000.0,400000.0,,,400000.0,,,400000.0,400000.0,,,,,400000.0,,,400000.0,400000.0,400000.0,,,,400000.0,400000.0,400000.0,,400000.0,400000.0,,,400000.0,400000.0,400000.0
848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,,,,36000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36000000.0
850,,,,,,,,217666.66,,,,,,,,,,,,,,,,,217666.66,,,,,,,,,,,,,,217666.66
851,,,5600000.0,5600000.0,,5600000.0,5600000.0,5600000.0,5600000.0,5600000.0,,5600000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,5600000.0
852,,,36000000.0,,,,36000000.0,,36000000.0,36000000.0,36000000.0,,,36000000.0,36000000.0,,36000000.0,36000000.0,,36000000.0,,,,36000000.0,,,,,,,,,36000000.0,,,,,,36000000.0
853,3200000.0,,3200000.0,3200000.0,3200000.0,3200000.0,,3200000.0,,,,,3200000.0,3200000.0,3200000.0,,,,,3200000.0,,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0,,,3200000.0,3200000.0,3200000.0,3200000.0,3200000.0
854,,,,1400000.0,,1400000.0,,1400000.0,1400000.0,,,1400000.0,,,,1400000.0,1400000.0,1400000.0,,,,,,1400000.0,,,,,,,,,,,,,,,1400000.0
855,,,,10000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000.0
856,530000.0,530000.0,530000.0,530000.0,530000.0,,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,,,530000.0,530000.0,530000.0,,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,530000.0,,530000.0,530000.0,530000.0,530000.0,530000.0
857,,,,,,100500.0,100500.0,,,,,,100500.0,,,100500.0,100500.0,,100500.0,100500.0,,100500.0,,,100500.0,,,,,,,,,,,,,,100500.0
858,3000000.0,,3000000.0,,3000000.0,3000000.0,,,3000000.0,,,,,3000000.0,3000000.0,,,,3000000.0,3000000.0,3000000.0,,,3000000.0,,,3000000.0,,,,,,3000000.0,,,,,,3000000.0
859,1900000.0,,1900000.0,,,,,,,,,1900000.0,,,,,,,,,,,,,,,,,,,1900000.0,1900000.0,1900000.0,,,,1900000.0,,1900000.0
860,2700000.0,2700000.0,2700000.0,,,,,,,,,,,,,,,,,,,2700000.0,,,,,,,,,2700000.0,,,,,2700000.0,2700000.0,,2700000.0
861,298000.0,,,,,,,,,,,,,,,,298000.0,298000.0,,,,,,,,,,,,,,,,,,,,,298000.0
862,,,,9260000.0,9260000.0,,,,,9260000.0,,,9260000.0,,,,,,9260000.0,9260000.0,,,,,,,9260000.0,9260000.0,9260000.0,9260000.0,,,,,,9260000.0,,,9260000.0
863,,14000000.0,14000000.0,14000000.0,,,14000000.0,,,14000000.0,,14000000.0,14000000.0,14000000.0,14000000.0,,,14000000.0,,14000000.0,,14000000.0,,14000000.0,14000000.0,14000000.0,14000000.0,,,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,14000000.0,,14000000.0,,14000000.0
864,1600000.0,1600000.0,1600000.0,1600000.0,,,1600000.0,1600000.0,,1600000.0,,,,1600000.0,,,1600000.0,,1600000.0,1600000.0,1600000.0,,,,1600000.0,1600000.0,1600000.0,1600000.0,1600000.0,,,,1600000.0,1600000.0,,,1600000.0,,1600000.0
865,,940000.0,,940000.0,940000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,940000.0
866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133000.0,,,,,,,,,1133000.0
867,,6000000.0,,,,,,,6000000.0,6000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000000.0
868,,,,,128000.0,,,,,,,,,,,128000.0,,,,,,,,,,,,,,,,,,,,,,,128000.0
869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,14000000.0,,,14000000.0,,14000000.0,,,,,,,,,,,,,,,,,,,,,,,,14000000.0
871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,,,,,,,,,,,,840000.0,,,,,,840000.0,,,,,,,840000.0,,,,,,,,,,,,,840000.0
873,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,,,,30000000.0,,,,30000000.0,,,,,,,,,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0
874,9950000.0,9950000.0,,,,,,,9950000.0,,,9950000.0,,9950000.0,,9950000.0,,,,,9950000.0,,,,9950000.0,,9950000.0,9950000.0,,,9950000.0,9950000.0,,,,,,,9950000.0
875,,2000000.0,2000000.0,2000000.0,,2000000.0,,2000000.0,2000000.0,,2000000.0,,,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,,,,2000000.0,2000000.0,,2000000.0,,,,,2000000.0,,2000000.0,,,,,,2000000.0
876,,1200000.0,1200000.0,,,,,,,1200000.0,,,,,,,,,1200000.0,,,1200000.0,,,,,,,,,,,,,,,1200000.0,,1200000.0
877,,,,,,4000000.0,,,,4000000.0,,,,4000000.0,4000000.0,,4000000.0,,4000000.0,,4000000.0,4000000.0,,,,,4000000.0,,,,4000000.0,,4000000.0,4000000.0,,4000000.0,4000000.0,4000000.0,4000000.0
878,17000000.0,17000000.0,,17000000.0,,17000000.0,17000000.0,,,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,,,17000000.0,,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,17000000.0,,17000000.0,17000000.0
879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,7150000.0,,,7150000.0,,,7150000.0,,7150000.0,,7150000.0,,7150000.0,,7150000.0,7150000.0,,7150000.0,7150000.0,,7150000.0,7150000.0,7150000.0,,7150000.0,,,7150000.0,7150000.0,,7150000.0,7150000.0,7150000.0,,7150000.0,,,7150000.0,7150000.0
881,74000.0,74000.0,74000.0,74000.0,74000.0,74000.0,74000.0,74000.0,,,74000.0,74000.0,74000.0,,74000.0,,74000.0,74000.0,,,,,,74000.0,,74000.0,,,,,,,,,,,,,74000.0
882,,50000.0,,,,,,50000.0,,,,,,,50000.0,,50000.0,50000.0,,,,50000.0,,,,,,,,,,,,,,,,,50000.0
883,,,,,,,,,,,,,,,,,,40000.0,40000.0,,40000.0,40000.0,40000.0,,40000.0,,40000.0,,,,,40000.0,40000.0,,,40000.0,,,40000.0
884,,,,2100000.0,2100000.0,,,,2100000.0,,,,,,2100000.0,,,,2100000.0,2100000.0,,,,,,,,,,,2100000.0,,,,,,,,2100000.0
885,3433333.34,,3433333.34,,,,,3433333.34,,3433333.34,,3433333.34,3433333.34,,3433333.34,3433333.34,3433333.34,,,3433333.34,3433333.34,,,3433333.34,,3433333.34,,3433333.34,3433333.34,,,,,3433333.34,3433333.34,,,,3433333.34
886,,,,,,,,795000.0,,795000.0,,,,795000.0,795000.0,,,795000.0,,,795000.0,,795000.0,795000.0,,,,795000.0,,,,,,,,795000.0,795000.0,795000.0,795000.0
887,,,,,,,,,10000000.0,10000000.0,,,10000000.0,,10000000.0,,,10000000.0,,,10000000.0,,,,10000000.0,10000000.0,,,,,,10000000.0,10000000.0,,,,,10000000.0,10000000.0
888,,,,6000000.0,6000000.0,,6000000.0,,,,,6000000.0,,6000000.0,,,,,,,,6000000.0,6000000.0,6000000.0,,,,6000000.0,,,,,6000000.0,,,6000000.0,6000000.0,,6000000.0
889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
890,14000000.0,14000000.0,14000000.0,,14000000.0,14000000.0,,14000000.0,14000000.0,,,14000000.0,,,14000000.0,14000000.0,,,,,,,,14000000.0,,,14000000.0,,,,,14000000.0,,14000000.0,14000000.0,,,,14000000.0
891,,,8000000.0,8000000.0,,,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,8000000.0,,,8000000.0,8000000.0,,8000000.0,,,,8000000.0,,,8000000.0,,8000000.0,8000000.0,8000000.0,,,,8000000.0,8000000.0,8000000.0,8000000.0
892,400000.0,,,,,400000.0,,400000.0,,,400000.0,400000.0,400000.0,400000.0,,,,,,,,,,,,,,400000.0,400000.0,,,,400000.0,400000.0,,,,,400000.0
893,15000000.0,,,15000000.0,,15000000.0,15000000.0,15000000.0,,15000000.0,15000000.0,,15000000.0,15000000.0,,,15000000.0,,,15000000.0,15000000.0,,,,,,,,15000000.0,,,15000000.0,,,,,15000000.0,,15000000.0
894,,11000000.0,11000000.0,11000000.0,,,,11000000.0,,,,11000000.0,,,,,,,,11000000.0,,,,,,,,,,,,,,,,,,,11000000.0
895,1000000.0,,,,,,,1000000.0,,,1000000.0,1000000.0,1000000.0,,,1000000.0,1000000.0,,,,,,1000000.0,,,1000000.0,,,,,,,,,,,,,1000000.0
896,,,,4000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4000000.0
897,,21134000.0,21134000.0,21134000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21134000.0
898,28750000.0,,,28750000.0,28750000.0,28750000.0,28750000.0,,,,28750000.0,28750000.0,28750000.0,28750000.0,,,28750000.0,28750000.0,28750000.0,,,,,,,,,,,,,,,,,,,,28750000.0
899,2000000.0,,,,,,2000000.0,,,2000000.0,,,,2000000.0,2000000.0,2000000.0,,,,,,,,2000000.0,,,2000000.0,,,,,,,,2000000.0,2000000.0,,,2000000.0
900,,,1100000.0,1100000.0,,,,,,,,,,,,,1100000.0,,,,,,,,,1100000.0,,1100000.0,,,,1100000.0,1100000.0,,,1100000.0,1100000.0,,1100000.0
901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105000.0,,,,,,,,,105000.0
902,2590000.0,,2590000.0,2590000.0,,,,,,,,2590000.0,2590000.0,2590000.0,2590000.0,,,2590000.0,2590000.0,2590000.0,2590000.0,2590000.0,2590000.0,2590000.0,2590000.0,,,2590000.0,2590000.0,2590000.0,,2590000.0,,2590000.0,2590000.0,,2590000.0,2590000.0,2590000.0
903,,,,,,2900000.0,,,,,,,,,,,,,,,2900000.0,,,,2900000.0,,,,,,,,,,,,,,2900000.0
904,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,863625.0,,863625.0,,863625.0,863625.0,863625.0,,,,,,,,,,,,,,,,,,,,863625.0
905,,,,,,,4400000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400000.0
906,498000.0,,,,498000.0,,498000.0,498000.0,,498000.0,,498000.0,498000.0,,498000.0,498000.0,,,498000.0,,,498000.0,,,498000.0,498000.0,,,,,498000.0,498000.0,,,,,,,498000.0
907,4600000.0,,,,4600000.0,,,,,,,,,,,,,,,,,,,,,,4600000.0,,,4600000.0,4600000.0,,,,,,,,4600000.0
908,,,112000.0,,,,,,,112000.0,,,,,,,112000.0,,112000.0,112000.0,,,,,112000.0,,,,,,112000.0,,,,,,,,112000.0
909,,566666.66,,,566666.66,566666.66,566666.66,,566666.66,,566666.66,566666.66,566666.66,566666.66,,,,,,566666.66,566666.66,,566666.66,,,566666.66,,,,,,,,,,,,,566666.66
910,,,,,,,,,,,,,,,,,,,1945000.0,,,,,,,,,,,,,,,,,,,,1945000.0
911,,60000.0,60000.0,60000.0,60000.0,,60000.0,60000.0,,,,,,,60000.0,60000.0,60000.0,,60000.0,60000.0,60000.0,60000.0,60000.0,,,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,60000.0,,60000.0,,60000.0
912,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,,,1110333.34,1110333.34,1110333.34,,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34,1110333.34
913,,,14044000.0,,,,,,,,,,,,14044000.0,,,,,,,,,,,,,,,,,,,,,,,,14044000.0
914,2300000.0,2300000.0,2300000.0,,2300000.0,,,2300000.0,2300000.0,2300000.0,,2300000.0,2300000.0,2300000.0,2300000.0,,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,2300000.0,,,,,2300000.0,2300000.0,,,,,,,,,,,2300000.0
915,,,,,,,,,,,,,,,,,,,,,20000000.0,,,,,,,,,,,,,,,,,,20000000.0
916,,1060000.0,,1060000.0,,,,,,,,,1060000.0,,,,,,,,,,,,,,1060000.0,,,,,1060000.0,,,,1060000.0,,,1060000.0
917,,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,,,1636400.0,,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0,1636400.0
918,20000000.0,20000000.0,,,20000000.0,,,20000000.0,,,20000000.0,,,20000000.0,20000000.0,20000000.0,,,,,20000000.0,,,20000000.0,20000000.0,20000000.0,,20000000.0,20000000.0,,20000000.0,20000000.0,20000000.0,20000000.0,20000000.0,,,,20000000.0
919,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,2000000.0,,2000000.0,,,2000000.0,,2000000.0,,2000000.0,,,2000000.0,,2000000.0
920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1304800.0,,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,,1304800.0,1304800.0,1304800.0,,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0,1304800.0
922,,,,,,14000000.0,,,,,14000000.0,,,,,,,,,,,,14000000.0,,,,,,,,,14000000.0,,,,,,,14000000.0
923,220000.0,220000.0,,220000.0,,,220000.0,,,220000.0,220000.0,220000.0,220000.0,,220000.0,,220000.0,,,,220000.0,,220000.0,,220000.0,,,,,220000.0,,220000.0,,220000.0,220000.0,,220000.0,220000.0,220000.0
924,,1326666.66,,1326666.66,,,,,,,,,,1326666.66,1326666.66,,,,1326666.66,1326666.66,1326666.66,,1326666.66,1326666.66,,,,,1326666.66,1326666.66,1326666.66,1326666.66,,1326666.66,,,1326666.66,1326666.66,1326666.66
925,,60000.0,,,,,,,60000.0,,,,,60000.0,,,,,,,,,,,,,,,,,,,,,,,,,60000.0
926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,3411600.0,,3411600.0,,3411600.0,3411600.0
928,,,,6762000.0,,,,,6762000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6762000.0
929,,,,,,127142.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127142.86
930,,,,,,32000.0,,,,,,,32000.0,,32000.0,32000.0,,,,,32000.0,,,,,,32000.0,,,,,,,,,,,,32000.0
931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932,,,,,,1180000.0,1180000.0,1180000.0,1180000.0,,1180000.0,,,,,1180000.0,1180000.0,,,,,,,,,,,,,,,,,,,,,,1180000.0
933,,,,,,,,,,35000.0,,,,,35000.0,,,,,,,,,,35000.0,,,,,,,,,,,,,,35000.0
934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
935,,,,,,,,,,,,,,,,,,,,,,,,,,,1500000.0,,,,,,,,,,,,1500000.0
936,,,1850000.0,1850000.0,1850000.0,1850000.0,1850000.0,,,,,1850000.0,1850000.0,1850000.0,,,1850000.0,1850000.0,1850000.0,1850000.0,,,1850000.0,,,,1850000.0,1850000.0,,,,,,,1850000.0,,,,1850000.0
937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,16005333.34,16005333.34,16005333.34,,16005333.34,,16005333.34,,,,16005333.34,,16005333.34,16005333.34,,16005333.34,16005333.34,16005333.34,16005333.34,16005333.34,16005333.34,16005333.34,,,16005333.34,16005333.34,,,,,,,16005333.34,,,,,,16005333.34
941,30000000.0,,30000000.0,30000000.0,30000000.0,,,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,30000000.0,,,,,30000000.0,,,,30000000.0,,30000000.0
942,5000000.0,,,,5000000.0,,,,,,,,,,,,,,5000000.0,,,,5000000.0,,,,,,,,,,,,,,,,5000000.0
943,1859333.34,,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,1859333.34,,,1859333.34,,,,,,,,,,,,,,,,,,,,,,,1859333.34
944,2000000.0,,2000000.0,,,,,2000000.0,2000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000000.0
